Timestamp,Signature,Slot,Logs,Error,Transaction Fee,Slippage
2024-06-19T16:45:46.977Z,3qwSXeBWGvezn65RVWUHQ8Diq76AxvRF6po9H5WyCUb83caCNSUpvkUaBFnqSRww4xoZ92gvQbc9tGDmW4zBuZDj,272804416,,,0,0
2024-06-19T16:45:46.982Z,ywvyAdxu8TcozgHB37dm7nJDgFTbaYdHou8s7PGRTgf6gmepDTkRsQvmAvi7tKXPiCqtveCKm2YBVhYXWpqJTEX,272804416,,,0,0
2024-06-19T16:45:46.976Z,AgS1Y4WYoVJdgWwwZ8haPLxWxWa8B92vqpmrBzswHruT8VJ4j9Aa6YkbHAcziPwwxooQQnd8Z7CsnJ2mBejQ7Qa,272804416,,,0,0
2024-06-19T16:45:46.986Z,4NK38k6PEyYuoKqYF8uG8fZjo5aEnpnZVztYLBz4vBd1iBLCYEJBY1TQBJ9bh2dZ2TfPZMUcKFXvvJkfAe1meoZC,272804416,,,0,0
2024-06-19T16:45:46.984Z,d3x7p3M6df15cZJyFuJk675GkoYBBiKQVS3Xi7z47nN6CvFXQyEkXfziC9pv1QVnwyossX1SMTcg8jfXMtb2CFZ,272804416,,,0,0
2024-06-19T16:45:46.989Z,2j8LTXTNmNyRUNwMTfCtomu63rqdHFj3SsFkNTT5USfQfbRj1B89YUE4osGJN9CXZyrauz3G9wodVTu6Ltu13JGr,272804416,,,0,0
2024-06-19T16:45:46.987Z,GQuJbxasnUXLvfLWQa9VM3cmtLgyH9kdHbpwUbYU4TujFnqWGrn6Uqu44FKG74Hwhz56PPwm3y3AnP5dw7Nwxrm,272804416,,,0,0
2024-06-19T16:45:46.990Z,4D3Bny9xLNypsr4UCuC76w2gVBzRaha4VPjy3W43snybUVAEX2BXRvwJzfuzmY9VpNFZUCW6BY6GmXfiqinKcQyY,272804416,,,0,0
2024-06-19T16:45:46.995Z,5JM2Mchem6cPucuaxYVGhJCafVAd1Y5UccHkC3Fuyosj3T2UBPC9Szbq8fEB55885B9dH1CacyF1QP58tqMJEx1x,272804416,,,0,0
2024-06-19T16:45:46.997Z,qCuRTx48DRD2TouuanacG9pQbw8Kx2y6p2feH3gbYt27NDDkmP8MxvXrUNXRM2eiJz99o5a8TKXqq9i5A3dXXV9,272804416,,,0,0
2024-06-19T16:45:46.992Z,3o1Ga8TBvXhVtySprqRB6MdyejNQGi4WXARfJpdwHnm4DLPnJBncHGjbMHdg7pp6f5aBSpQhbBXgp7FiyWrB83AS,272804416,,,0,0
2024-06-19T16:45:46.999Z,5jkP8ixa7GY9s5od7spbm7KWbk9xvAq9V3nqAwMVfBnoXqY8pprx1iK6geJc7vgPzamGc2DJx4ps3ucdc51Bgkfe,272804416,,,0,0
2024-06-19T16:45:46.993Z,2c5kEPDQ43uXHv7iS93tdSkr5DeiHx5Fk6WVEe8dNJ9npHxqA8EyBGAo5tm6GmM9EcSu97cH5KvFmPT3pkZWVyS8,272804416,,,0,0
2024-06-19T16:45:47.002Z,3goFwa7VLGTHVJXfPBQKDymLxmhqs6j9GK1uuLdLPg87FdEv399KgNocqaaNS3WztqrNw2NGKqXKNbSvxNSdAB3c,272804416,,,0,0
2024-06-19T16:45:47.007Z,4tTG1XQu7AqQExbubaoC7mY6pQ762GyZKYeozpNzZtVgK5baTJ1LH32WUnde7dgzcc565wm534mfkR1e5r7ugL5P,272804416,,,0,0
2024-06-19T16:45:47.005Z,4aXJjMcQVoorLU3SLDJL3corDBsE5vEaKJN7sKAwfDWy5VPSpp5Sb4AVo3t91LTqCxAozuY83BwmfL9Go5TQBShy,272804416,,,0,0
2024-06-19T16:45:47.010Z,2oNzPjq5Bj2at3N4eocri9tJxda3VQX5bGYENQsfoPCYPZXAStXxtVJKpWv4CB6BTCeeCJoyku65iryUE6ks7R9i,272804416,,,0,0
